model,state,observations,dwell_time,estimates,TRUE,mean,median,sd,bias_mean,bias_mean_pp,bias_median,bias_median_pp,coverage_pp
medhmm,3,200,1.4,gamma_V_int_S1toS3_with_int_S1toS3,0.2,3.2,3,1.4,3.1,1801.8,2.8,1633.5,0
medhmm,3,200,1.4,gamma_V_int_S2toS3_with_int_S2toS3,0.2,3.5,3.2,1.5,3.3,1938.8,3,1771,0
medhmm,3,200,1.4,gamma_V_int_S3toS2_with_int_S3toS2,0.2,3.2,2.9,1.5,3,1793.4,2.8,1619.6,0
medhmm,3,200,3.5,emiss_mu_bar_1,10,11.3,11.2,0.8,1.3,12.7,1.2,12.4,73.4
medhmm,3,200,3.5,emiss_mu_bar_2,30,30.9,30.9,1.5,0.9,2.9,0.8,2.8,93
medhmm,3,200,3.5,emiss_mu_bar_3,60,57.8,57.8,1.3,-2.2,3.7,-2.2,3.6,69.5
medhmm,3,200,3.5,emiss_mu_bar2_1,60,58,58,1.4,-2,3.3,-2,3.3,78.1
medhmm,3,200,3.5,emiss_mu_bar2_2,30,31.5,31.5,1.5,1.5,5.1,1.5,5,90.6
medhmm,3,200,3.5,emiss_mu_bar2_3,10,11.3,11.2,0.8,1.3,12.8,1.2,12.5,72.7
medhmm,3,200,3.5,emiss_var_bar_1,20,37.7,37.3,4,17.7,88.3,17.3,86.3,0
medhmm,3,200,3.5,emiss_var_bar_2,60,217.5,216.7,15.1,157.5,262.5,156.7,261.1,0
medhmm,3,200,3.5,emiss_var_bar_3,120,180.2,179.3,11.8,60.2,50.1,59.3,49.4,0
medhmm,3,200,3.5,emiss_var_bar2_1,150,207.7,206.9,12.3,57.7,38.5,56.9,37.9,0
medhmm,3,200,3.5,emiss_var_bar2_2,75,238.6,237.8,15.4,163.6,218.2,162.8,217.1,0
medhmm,3,200,3.5,emiss_var_bar2_3,25,45,44.5,4.6,20,79.8,19.5,77.9,0
medhmm,3,200,3.5,emiss_varmu_bar_1,9,30.3,29.2,8.1,21.3,236.7,20.2,224.2,0
medhmm,3,200,3.5,emiss_varmu_bar_2,9,87.5,84.4,23.5,78.5,871.8,75.4,837.5,0
medhmm,3,200,3.5,emiss_varmu_bar_3,9,70.6,67.8,21.2,61.6,684.8,58.8,653.1,0
medhmm,3,200,3.5,emiss_varmu_bar2_1,9,76.1,73,22.9,67.1,745.5,64,711,0
medhmm,3,200,3.5,emiss_varmu_bar2_2,9,93.7,90.4,25,84.7,940.7,81.4,904.7,0
medhmm,3,200,3.5,emiss_varmu_bar2_3,9,30.8,29.6,8.4,21.8,241.9,20.6,229,0
medhmm,3,200,3.5,dwell_mu_bar_1,1.2,1.5,1.5,0,0.2,19,0.2,19,0.8
medhmm,3,200,3.5,dwell_mu_bar_2,1.2,1.6,1.6,0,0.4,28.6,0.4,28.6,0
medhmm,3,200,3.5,dwell_mu_bar_3,1.2,1.5,1.5,0,0.2,18.9,0.2,18.9,0.8
medhmm,3,200,3.5,dwell_var_bar_1,0.1,0.1,0.1,0,0,16.7,0,17.2,37.5
medhmm,3,200,3.5,dwell_var_bar_2,0.1,0.2,0.2,0,0.1,74.4,0.1,74.2,0.8
medhmm,3,200,3.5,dwell_var_bar_3,0.1,0.1,0.1,0,0,13.6,0,14.2,53.1
medhmm,3,200,3.5,dwell_varmu_bar_1,0.2,0.1,0.1,0,-0.1,43.5,-0.1,44.7,9.4
medhmm,3,200,3.5,dwell_varmu_bar_2,0.2,0.1,0.1,0,-0.1,45.6,-0.1,46.9,9.4
medhmm,3,200,3.5,dwell_varmu_bar_3,0.2,0.1,0.1,0,-0.1,46.4,-0.1,47.5,3.1
medhmm,3,200,3.5,gamma_prob_bar_S1toS1,0,0,0,0,0,NA,0,NA,100
medhmm,3,200,3.5,gamma_prob_bar_S1toS2,0.5,0.5,0.5,0,0,3.4,0,3.6,86.7
medhmm,3,200,3.5,gamma_prob_bar_S1toS3,0.5,0.5,0.5,0,0,3.4,0,3.6,86.7
medhmm,3,200,3.5,gamma_prob_bar_S2toS1,0.5,0.5,0.5,0,0,3.2,0,3.1,85.9
medhmm,3,200,3.5,gamma_prob_bar_S2toS2,0,0,0,0,0,NA,0,NA,100
medhmm,3,200,3.5,gamma_prob_bar_S2toS3,0.5,0.5,0.5,0,0,3.2,0,3.1,85.9
medhmm,3,200,3.5,gamma_prob_bar_S3toS1,0.5,0.5,0.5,0,0,6.2,0,6.3,78.9
medhmm,3,200,3.5,gamma_prob_bar_S3toS2,0.5,0.5,0.5,0,0,6.2,0,6.3,78.9
medhmm,3,200,3.5,gamma_prob_bar_S3toS3,0,0,0,0,0,NA,0,NA,100
medhmm,3,200,3.5,gamma_V_int_S1toS3_with_int_S1toS3,0.2,0.8,0.7,0.2,0.6,340.3,0.6,321.6,0
medhmm,3,200,3.5,gamma_V_int_S2toS3_with_int_S2toS3,0.2,1.7,1.6,0.5,1.5,875.2,1.4,838.2,0
medhmm,3,200,3.5,gamma_V_int_S3toS2_with_int_S3toS2,0.2,0.8,0.7,0.2,0.6,349.6,0.6,330.6,0
medhmm,3,200,19.5,emiss_mu_bar_1,10,10.1,10.1,0.6,0.1,0.6,0.1,0.6,100
medhmm,3,200,19.5,emiss_mu_bar_2,30,30,30,0.7,0,0.1,0,0,100
medhmm,3,200,19.5,emiss_mu_bar_3,60,60,60,0.8,0,0.1,0,0.1,100
medhmm,3,200,19.5,emiss_mu_bar2_1,60,60,60,0.9,0,0,0,0,100
medhmm,3,200,19.5,emiss_mu_bar2_2,30,30,30,0.7,0,0.1,0,0.1,100
medhmm,3,200,19.5,emiss_mu_bar2_3,10,10,10,0.6,0,0.2,0,0.2,100
medhmm,3,200,19.5,emiss_var_bar_1,20,27.1,26.9,1.6,7.1,35.3,6.9,34.7,0
medhmm,3,200,19.5,emiss_var_bar_2,60,73,72.8,3.6,13.1,21.7,12.8,21.2,0
medhmm,3,200,19.5,emiss_var_bar_3,120,138.4,137.9,6.1,18.4,15.3,17.9,14.9,0
medhmm,3,200,19.5,emiss_var_bar2_1,150,171,170.3,7.2,21,14,20.3,13.6,0.8
medhmm,3,200,19.5,emiss_var_bar2_2,75,89.6,89.3,4.2,14.6,19.5,14.3,19,0
medhmm,3,200,19.5,emiss_var_bar2_3,25,33,32.9,1.9,8,32.1,7.9,31.5,0
medhmm,3,200,19.5,emiss_varmu_bar_1,9,17.3,16.9,3.7,8.3,92,7.9,87.5,1.6
medhmm,3,200,19.5,emiss_varmu_bar_2,9,24.5,23.8,5.8,15.5,172,14.8,164.5,0
medhmm,3,200,19.5,emiss_varmu_bar_3,9,32.9,31.8,8.4,23.9,265,22.8,253.5,0
medhmm,3,200,19.5,emiss_varmu_bar2_1,9,35.3,34.1,9.4,26.3,292,25.1,278.7,0
medhmm,3,200,19.5,emiss_varmu_bar2_2,9,26.7,25.9,6.5,17.7,196.5,16.9,188,0
medhmm,3,200,19.5,emiss_varmu_bar2_3,9,18.4,18,4,9.4,104.9,9,100,1.6
medhmm,3,200,19.5,dwell_mu_bar_1,3,3,3,0,0,0.5,0,0.5,99.2
medhmm,3,200,19.5,dwell_mu_bar_2,3,3,3,0,0,0.7,0,0.7,93.8
medhmm,3,200,19.5,dwell_mu_bar_3,3,2.9,2.9,0,0,0.9,0,0.9,92.2
medhmm,3,200,19.5,dwell_var_bar_1,0.1,0.1,0.1,0,0,0.3,0,1.1,93
medhmm,3,200,19.5,dwell_var_bar_2,0.1,0.1,0.1,0,0,1.7,0,0.8,96.9
medhmm,3,200,19.5,dwell_var_bar_3,0.1,0.1,0.1,0,0,1.5,0,0.7,97.7
medhmm,3,200,19.5,dwell_varmu_bar_1,0.2,0.2,0.2,0,0,0.4,0,1.6,93.8
medhmm,3,200,19.5,dwell_varmu_bar_2,0.2,0.2,0.2,0,0,3.7,0,5.8,95.3
medhmm,3,200,19.5,dwell_varmu_bar_3,0.2,0.2,0.2,0,0,3.4,0,5.3,93
medhmm,3,200,19.5,gamma_prob_bar_S1toS1,0,0,0,0,0,NA,0,NA,100
medhmm,3,200,19.5,gamma_prob_bar_S1toS2,0.5,0.5,0.5,0,0,1,0,0.9,96.9
medhmm,3,200,19.5,gamma_prob_bar_S1toS3,0.5,0.5,0.5,0,0,1,0,0.9,96.9
medhmm,3,200,19.5,gamma_prob_bar_S2toS1,0.5,0.5,0.5,0,0,0.9,0,0.9,95.3
medhmm,3,200,19.5,gamma_prob_bar_S2toS2,0,0,0,0,0,NA,0,NA,100
medhmm,3,200,19.5,gamma_prob_bar_S2toS3,0.5,0.5,0.5,0,0,0.9,0,0.9,95.3
medhmm,3,200,19.5,gamma_prob_bar_S3toS1,0.5,0.5,0.5,0,0,1.2,0,1.2,97.7
medhmm,3,200,19.5,gamma_prob_bar_S3toS2,0.5,0.5,0.5,0,0,1.2,0,1.2,97.7
medhmm,3,200,19.5,gamma_prob_bar_S3toS3,0,0,0,0,0,NA,0,NA,100
medhmm,3,200,19.5,gamma_V_int_S1toS3_with_int_S1toS3,0.2,0.6,0.6,0.3,0.4,264.9,0.4,234.6,0
medhmm,3,200,19.5,gamma_V_int_S2toS3_with_int_S2toS3,0.2,0.6,0.5,0.2,0.4,235.1,0.3,208.4,0
medhmm,3,200,19.5,gamma_V_int_S3toS2_with_int_S3toS2,0.2,0.6,0.6,0.3,0.4,265.8,0.4,236.7,0
medhmm,3,200,99.5,emiss_mu_bar_1,10,10.1,10.1,0.5,0.1,0.6,0,0.5,99.2
medhmm,3,200,99.5,emiss_mu_bar_2,30,30,30,0.7,0,0,0,0,100
medhmm,3,200,99.5,emiss_mu_bar_3,60,59.9,60,0.8,-0.1,0.1,0,0.1,100
medhmm,3,200,99.5,emiss_mu_bar2_1,60,59.9,59.9,0.9,-0.1,0.1,-0.1,0.1,100
medhmm,3,200,99.5,emiss_mu_bar2_2,30,30,30,0.7,0,0.1,0,0.1,100
medhmm,3,200,99.5,emiss_mu_bar2_3,10,9.9,9.9,0.6,-0.1,0.6,-0.1,0.6,100
medhmm,3,200,99.5,emiss_var_bar_1,20,26.4,26.2,1.7,6.4,32,6.2,31.1,0
medhmm,3,200,99.5,emiss_var_bar_2,60,72,71.6,4,12,20,11.6,19.3,0
medhmm,3,200,99.5,emiss_var_bar_3,120,136.8,136.1,6.2,16.8,14,16.1,13.4,0.8
medhmm,3,200,99.5,emiss_var_bar2_1,150,168.2,167.4,7.4,18.2,12.1,17.4,11.6,4.7
medhmm,3,200,99.5,emiss_var_bar2_2,75,88.2,87.7,4.6,13.2,17.6,12.7,16.9,0
medhmm,3,200,99.5,emiss_var_bar2_3,25,32.2,32,2,7.2,29,7,28.2,0
medhmm,3,200,99.5,emiss_varmu_bar_1,9,14.5,14,3.4,5.5,60.9,5,56,43.3
medhmm,3,200,99.5,emiss_varmu_bar_2,9,21.7,20.7,6.1,12.7,141,11.7,130,0
medhmm,3,200,99.5,emiss_varmu_bar_3,9,27.4,26.2,7.8,18.4,204.4,17.2,191.6,0
medhmm,3,200,99.5,emiss_varmu_bar2_1,9,30.1,28.8,9,21.1,234.8,19.8,219.5,0
medhmm,3,200,99.5,emiss_varmu_bar2_2,9,23,22,6.5,14,155.7,13,144.4,0.8
medhmm,3,200,99.5,emiss_varmu_bar2_3,9,15.3,14.8,3.5,6.3,69.6,5.8,65,26
medhmm,3,200,99.5,dwell_mu_bar_1,4.6,4.4,4.4,0.1,-0.2,4.1,-0.2,3.9,30.7
medhmm,3,200,99.5,dwell_mu_bar_2,4.6,4.3,4.4,0.2,-0.3,5.7,-0.2,4.7,28.4
medhmm,3,200,99.5,dwell_mu_bar_3,4.6,4.4,4.4,0.1,-0.2,3.9,-0.2,3.8,37.8
medhmm,3,200,99.5,dwell_var_bar_1,0.1,0.2,0.1,0.3,0.1,183.5,0,56.7,99.2
medhmm,3,200,99.5,dwell_var_bar_2,0.1,0.4,0.1,0.6,0.3,582.9,0.1,142.9,97.6
medhmm,3,200,99.5,dwell_var_bar_3,0.1,0.1,0.1,0.2,0.1,161.9,0,38.5,100
medhmm,3,200,99.5,dwell_varmu_bar_1,0.2,0.1,0.1,0.1,-0.1,39.3,-0.1,44.5,78.7
medhmm,3,200,99.5,dwell_varmu_bar_2,0.2,0.2,0.1,0.1,0,22.2,-0.1,38.1,96.1
medhmm,3,200,99.5,dwell_varmu_bar_3,0.2,0.1,0.1,0.1,-0.1,39.5,-0.1,44.3,81.9
medhmm,3,200,99.5,gamma_prob_bar_S1toS1,0,0,0,0,0,NA,0,NA,100
medhmm,3,200,99.5,gamma_prob_bar_S1toS2,0.5,0.5,0.5,0.1,0,4.1,0,4.2,92.9
medhmm,3,200,99.5,gamma_prob_bar_S1toS3,0.5,0.5,0.5,0.1,0,4.1,0,4.2,92.9
medhmm,3,200,99.5,gamma_prob_bar_S2toS1,0.5,0.5,0.5,0.1,0,1,0,1,96.8
medhmm,3,200,99.5,gamma_prob_bar_S2toS2,0,0,0,0,0,NA,0,NA,100
medhmm,3,200,99.5,gamma_prob_bar_S2toS3,0.5,0.5,0.5,0.1,0,1,0,1,96.8
medhmm,3,200,99.5,gamma_prob_bar_S3toS1,0.5,0.5,0.5,0.1,0,3.2,0,3.1,93.7
medhmm,3,200,99.5,gamma_prob_bar_S3toS2,0.5,0.5,0.5,0.1,0,3.2,0,3.1,93.7
medhmm,3,200,99.5,gamma_prob_bar_S3toS3,0,0,0,0,0,NA,0,NA,100
medhmm,3,200,99.5,gamma_V_int_S1toS3_with_int_S1toS3,0.2,1.6,1.1,1.7,1.4,852.2,0.9,526.3,0
medhmm,3,200,99.5,gamma_V_int_S2toS3_with_int_S2toS3,0.2,2.1,1.2,2.1,2,1153.1,1,620.2,0
medhmm,3,200,99.5,gamma_V_int_S3toS2_with_int_S3toS2,0.2,1.7,1.1,1.8,1.5,899.2,0.9,542.8,0
medhmm,3,500,1.4,emiss_mu_bar_1,10,29.9,29.8,2.1,19.9,198.7,19.8,198.4,0
medhmm,3,500,1.4,emiss_mu_bar_2,30,33.4,33.4,2,3.4,11.2,3.4,11.2,78.9
medhmm,3,500,1.4,emiss_mu_bar_3,60,36.5,36.5,2.2,-23.5,39.1,-23.5,39.1,0
medhmm,3,500,1.4,emiss_mu_bar2_1,60,36.8,36.8,2.2,-23.2,38.7,-23.2,38.7,0
medhmm,3,500,1.4,emiss_mu_bar2_2,30,33.4,33.4,2,3.4,11.2,3.4,11.2,72.7
medhmm,3,500,1.4,emiss_mu_bar2_3,10,30,30,2.1,20,200,20,199.8,0
medhmm,3,500,1.4,emiss_var_bar_1,20,409.3,410.3,29,389.3,1946.6,390.3,1951.7,0
medhmm,3,500,1.4,emiss_var_bar_2,60,487.9,489.3,23.6,427.9,713.2,429.3,715.5,0
medhmm,3,500,1.4,emiss_var_bar_3,120,454.5,455.6,25.1,334.5,278.8,335.6,279.6,0
medhmm,3,500,1.4,emiss_var_bar2_1,150,470.6,471.9,26.2,320.6,213.8,321.9,214.6,0
medhmm,3,500,1.4,emiss_var_bar2_2,75,504.7,506,25,429.7,572.9,431,574.7,0
medhmm,3,500,1.4,emiss_var_bar2_3,25,426.7,428.1,30.7,401.7,1607,403.1,1612.3,0
medhmm,3,500,1.4,emiss_varmu_bar_1,9,143.5,138.8,38.8,134.5,1494.3,129.8,1441.8,0
medhmm,3,500,1.4,emiss_varmu_bar_2,9,141,136.3,38.7,132,1466.6,127.3,1414.1,0
medhmm,3,500,1.4,emiss_varmu_bar_3,9,158.7,153.7,41.6,149.7,1663.7,144.7,1608.2,0
medhmm,3,500,1.4,emiss_varmu_bar2_1,9,162.2,157,42.5,153.2,1702.4,148,1644.3,0
medhmm,3,500,1.4,emiss_varmu_bar2_2,9,144.8,139.9,40,135.8,1508.4,130.9,1455,0
medhmm,3,500,1.4,emiss_varmu_bar2_3,9,147.3,142.2,40.2,138.3,1536.4,133.2,1480.2,0
medhmm,3,500,1.4,dwell_mu_bar_1,0.4,2.6,2.6,0.2,2.2,609.6,2.2,608.4,0
medhmm,3,500,1.4,dwell_mu_bar_2,0.4,2.9,2.9,0.2,2.5,685.5,2.5,684.9,0
medhmm,3,500,1.4,dwell_mu_bar_3,0.4,2.6,2.6,0.2,2.2,613.2,2.2,612,0
medhmm,3,500,1.4,dwell_var_bar_1,0.1,0.2,0.2,0,0.1,67.9,0.1,66.6,44.5
medhmm,3,500,1.4,dwell_var_bar_2,0.1,0.2,0.2,0,0.1,67.7,0.1,66.1,34.4
medhmm,3,500,1.4,dwell_var_bar_3,0.1,0.2,0.2,0,0.1,68.8,0.1,67.4,46.1
medhmm,3,500,1.4,dwell_varmu_bar_1,0.2,0.3,0.3,0.1,0.1,74.8,0.1,69.1,40.6
medhmm,3,500,1.4,dwell_varmu_bar_2,0.2,0.4,0.4,0.1,0.2,88.3,0.2,82.6,40.6
medhmm,3,500,1.4,dwell_varmu_bar_3,0.2,0.3,0.3,0.1,0.1,75.4,0.1,69.3,39.1
medhmm,3,500,1.4,gamma_prob_bar_S1toS1,0,0,0,0,0,NA,0,NA,100
medhmm,3,500,1.4,gamma_prob_bar_S1toS2,0.5,0.5,0.5,0.1,0,5.1,0,4.8,80.5
medhmm,3,500,1.4,gamma_prob_bar_S1toS3,0.5,0.5,0.5,0.1,0,5.1,0,4.8,80.5
medhmm,3,500,1.4,gamma_prob_bar_S2toS1,0.5,0.5,0.5,0.1,0,0,0,0.1,96.9
medhmm,3,500,1.4,gamma_prob_bar_S2toS2,0,0,0,0,0,NA,0,NA,100
medhmm,3,500,1.4,gamma_prob_bar_S2toS3,0.5,0.5,0.5,0.1,0,0,0,0.1,96.9
medhmm,3,500,1.4,gamma_prob_bar_S3toS1,0.5,0.5,0.5,0.1,0,5.1,0,5,82.8
medhmm,3,500,1.4,gamma_prob_bar_S3toS2,0.5,0.5,0.5,0.1,0,5.1,0,5,82.8
medhmm,3,500,1.4,gamma_prob_bar_S3toS3,0,0,0,0,0,NA,0,NA,100
medhmm,3,500,1.4,gamma_V_int_S1toS3_with_int_S1toS3,0.2,9.3,8.5,4,9.1,5377.9,8.3,4880.2,0
medhmm,3,500,1.4,gamma_V_int_S2toS3_with_int_S2toS3,0.2,8.9,8.2,3.8,8.8,5166.5,8,4719.6,0
medhmm,3,500,1.4,gamma_V_int_S3toS2_with_int_S3toS2,0.2,9,8.2,3.8,8.8,5201.1,8.1,4755.6,0
medhmm,3,500,3.5,emiss_mu_bar_1,10,12.1,12,0.9,2,20.5,2,20.1,53.1
medhmm,3,500,3.5,emiss_mu_bar_2,30,30.9,30.8,1.6,0.9,2.9,0.8,2.8,95.3
medhmm,3,500,3.5,emiss_mu_bar_3,60,56.6,56.6,1.5,-3.4,5.7,-3.4,5.6,50
medhmm,3,500,3.5,emiss_mu_bar2_1,60,56.7,56.7,1.6,-3.3,5.6,-3.3,5.5,56.2
medhmm,3,500,3.5,emiss_mu_bar2_2,30,32,32,1.7,2,6.8,2,6.7,85.9
medhmm,3,500,3.5,emiss_mu_bar2_3,10,12,12,1,2,20.4,2,20.1,51.6
medhmm,3,500,3.5,emiss_var_bar_1,20,43.5,43.2,4.7,23.6,117.8,23.2,115.9,0
medhmm,3,500,3.5,emiss_var_bar_2,60,228.3,227.6,15.5,168.3,280.5,167.6,279.4,0
medhmm,3,500,3.5,emiss_var_bar_3,120,194,193.3,12.2,74,61.7,73.3,61.1,0
medhmm,3,500,3.5,emiss_var_bar2_1,150,220.4,219.6,12.7,70.4,47,69.6,46.4,0
medhmm,3,500,3.5,emiss_var_bar2_2,75,253.2,252.5,16.1,178.2,237.6,177.5,236.7,0
medhmm,3,500,3.5,emiss_var_bar2_3,25,52.2,51.8,5.3,27.2,108.8,26.8,107.1,0
medhmm,3,500,3.5,emiss_varmu_bar_1,9,42.2,40.8,11,33.2,369.4,31.8,353.6,0.8
medhmm,3,500,3.5,emiss_varmu_bar_2,9,115.4,111.6,30.2,106.4,1182.1,102.6,1140.4,0
medhmm,3,500,3.5,emiss_varmu_bar_3,9,100,96.6,27.4,91,1010.8,87.6,973.5,0
medhmm,3,500,3.5,emiss_varmu_bar2_1,9,107.1,103.5,29.7,98.1,1090.4,94.5,1050.3,0
medhmm,3,500,3.5,emiss_varmu_bar2_2,9,122,118,31.9,113,1255.2,109,1211.4,0
medhmm,3,500,3.5,emiss_varmu_bar2_3,9,44.1,42.5,11.7,35.1,389.6,33.5,372.4,0
medhmm,3,500,3.5,dwell_mu_bar_1,1.2,1.5,1.5,0,0.3,21.2,0.3,21.2,0
medhmm,3,500,3.5,dwell_mu_bar_2,1.2,1.6,1.6,0,0.4,28.6,0.4,28.5,0
medhmm,3,500,3.5,dwell_mu_bar_3,1.2,1.5,1.5,0,0.3,21.2,0.3,21.2,0
medhmm,3,500,3.5,dwell_var_bar_1,0.1,0.1,0.1,0,0,11.2,0,11.9,39.8
medhmm,3,500,3.5,dwell_var_bar_2,0.1,0.2,0.2,0,0.1,69.6,0.1,69.5,5.5
medhmm,3,500,3.5,dwell_var_bar_3,0.1,0.1,0.1,0,0,4.4,0,5.2,60.2
medhmm,3,500,3.5,dwell_varmu_bar_1,0.2,0.1,0.1,0,-0.1,41.6,-0.1,42.7,10.2
medhmm,3,500,3.5,dwell_varmu_bar_2,0.2,0.1,0.1,0,-0.1,43,-0.1,44.4,20.3
medhmm,3,500,3.5,dwell_varmu_bar_3,0.2,0.1,0.1,0,-0.1,43.4,-0.1,44.5,10.2
medhmm,3,500,3.5,gamma_prob_bar_S1toS1,0,0,0,0,0,NA,0,NA,100
medhmm,3,500,3.5,gamma_prob_bar_S1toS2,0.5,0.5,0.5,0,0,3.5,0,3.4,87.5
medhmm,3,500,3.5,gamma_prob_bar_S1toS3,0.5,0.5,0.5,0,0,3.5,0,3.4,87.5
medhmm,3,500,3.5,gamma_prob_bar_S2toS1,0.5,0.5,0.5,0,0,4.1,0,4.2,89.1
medhmm,3,500,3.5,gamma_prob_bar_S2toS2,0,0,0,0,0,NA,0,NA,100
medhmm,3,500,3.5,gamma_prob_bar_S2toS3,0.5,0.5,0.5,0,0,4.1,0,4.2,89.1
medhmm,3,500,3.5,gamma_prob_bar_S3toS1,0.5,0.5,0.5,0,0,1.4,0,1.6,82.8
medhmm,3,500,3.5,gamma_prob_bar_S3toS2,0.5,0.5,0.5,0,0,1.4,0,1.6,82.8
medhmm,3,500,3.5,gamma_prob_bar_S3toS3,0,0,0,0,0,NA,0,NA,100
medhmm,3,500,3.5,gamma_V_int_S1toS3_with_int_S1toS3,0.2,0.8,0.7,0.2,0.6,352,0.6,335,0
medhmm,3,500,3.5,gamma_V_int_S2toS3_with_int_S2toS3,0.2,1.7,1.7,0.5,1.6,920.5,1.5,886.3,0
medhmm,3,500,3.5,gamma_V_int_S3toS2_with_int_S3toS2,0.2,0.8,0.8,0.2,0.7,386,0.6,367.9,0
medhmm,3,500,19.5,emiss_mu_bar_1,10,10,10,0.6,0,0.2,0,0.2,100
medhmm,3,500,19.5,emiss_mu_bar_2,30,30,30,0.7,0,0,0,0,100
medhmm,3,500,19.5,emiss_mu_bar_3,60,60,60,0.8,0,0,0,0,100
medhmm,3,500,19.5,emiss_mu_bar2_1,60,60,60,0.9,0,0,0,0,100
medhmm,3,500,19.5,emiss_mu_bar2_2,30,30,30,0.7,0,0,0,0,100
medhmm,3,500,19.5,emiss_mu_bar2_3,10,10,10,0.6,0,0,0,0,100
medhmm,3,500,19.5,emiss_var_bar_1,20,27.6,27.5,1.6,7.6,37.9,7.5,37.3,0
medhmm,3,500,19.5,emiss_var_bar_2,60,74,73.8,3.4,14.1,23.4,13.8,22.9,0
medhmm,3,500,19.5,emiss_var_bar_3,120,140.7,140.2,5.7,20.7,17.3,20.2,16.8,0
