"","model","item","state","estimate","median","mean","sd","ci_025","ci_975"
"251","medhmm","worry","3","varmu",288.717401786799,322.137618953018,143.83206321018,133.339536269101,686.587361521563
"252","medhmm","worry","4","varmu",260.599249384698,288.125048076637,124.313192451141,125.71430888327,604.442082352641
"253","medhmm","inadequate","1","varmu",102.920124923,110.53389155246,41.3090684426365,52.9476669521808,211.261673197641
"254","medhmm","inadequate","2","varmu",517.380668346615,569.701636348343,242.803083934961,246.919854605573,1159.7505026662
"255","medhmm","inadequate","3","varmu",459.517062763303,497.389913094732,211.990454411816,205.639275023445,1006.92575605857
"256","medhmm","inadequate","4","varmu",375.988461356866,417.355914387603,177.194824970799,183.391417606767,848.961652494438
"257","medhmm","tired","1","varmu",253.715465058421,279.596275188311,124.388021448792,121.523453400163,596.786862781639
"258","medhmm","tired","2","varmu",431.06338794822,467.340645488526,220.106756060122,194.122619887525,989.767623002984
"259","medhmm","tired","3","varmu",358.140124844306,389.833896439616,183.361901692403,144.770896932204,817.928216649465
"260","medhmm","tired","4","varmu",304.561667822403,330.759912916432,133.806953240072,144.018256796974,650.340509090898
"261","medhmm","content","1","varmu",144.861895253897,156.121605480281,64.8230547602038,68.8737450572131,314.038867705379
"262","medhmm","content","2","varmu",221.644249689807,241.876007799465,107.542182149955,98.2566796756585,496.900508095351
"263","medhmm","content","3","varmu",290.616820414587,324.194066645886,143.748552199933,130.648303360041,684.104020256413
"264","medhmm","content","4","varmu",260.284145665786,277.509817034296,111.45367934099,128.582626600757,551.86798430974
"265","medhmm","agitated","1","varmu",61.3166621271593,66.9252503236132,26.4865470275941,31.1467291776848,134.82734285712
"266","medhmm","agitated","2","varmu",352.886246259746,390.873998324814,171.758793494856,168.600381595458,806.114797415469
"267","medhmm","agitated","3","varmu",459.204366047787,495.820530928865,218.318369438384,214.818166293276,998.312078126689
"268","medhmm","agitated","4","varmu",124.606088786489,139.333417073241,64.0613849132158,57.868915463043,308.960892472232
"269","medhmm","irritated","1","varmu",50.6721508867602,54.4528424327307,20.9150758096059,26.7534327191828,105.039984506992
"270","medhmm","irritated","2","varmu",327.210805649502,356.182558610622,147.783791007191,148.258679258397,717.606107465143
"271","medhmm","irritated","3","varmu",477.466172771674,520.821007087719,225.77690428105,213.820486632593,1062.42257884066
"272","medhmm","irritated","4","varmu",250.105921957026,272.746924776367,114.490051033949,118.77446551033,565.858152491084
"273","medhmm","switch and focus","1","varmu",264.073111413506,284.132900713341,108.133620830634,136.838616594938,574.17710861479
"274","medhmm","switch and focus","2","varmu",319.053152991639,346.492830940515,146.718341166745,143.900282933994,711.299599304688
"275","medhmm","switch and focus","3","varmu",287.599150532326,317.819014148475,142.778795286699,136.739549425005,689.671560474363
"276","medhmm","switch and focus","4","varmu",321.355538450385,342.116519298123,117.440062000911,176.252295137503,637.486417187064
"277","medhmm","extremely well","1","varmu",292.752738422419,317.045500677213,127.109354720857,144.544417738531,627.379299161254
"278","medhmm","extremely well","2","varmu",338.821780045498,378.394033576397,184.682281599985,143.249378377066,845.650002619949
"279","medhmm","extremely well","3","varmu",248.300837265679,278.961176684992,129.240530843418,122.161705165552,622.178015077645
"280","medhmm","extremely well","4","varmu",186.930530074269,201.178704840713,76.9155003215171,99.9707148659065,395.760982624544
"281","medhmm","full of ideas","1","varmu",259.123075713414,280.411564728009,110.913518790296,125.622035987909,550.551564471286
"282","medhmm","full of ideas","2","varmu",399.658803513764,437.912822438041,197.52883036707,178.3841348051,941.666511804044
"283","medhmm","full of ideas","3","varmu",261.413796691738,290.874119842871,129.565821825719,128.26788897649,591.704941719321
"284","medhmm","full of ideas","4","varmu",161.290616787907,174.460207769557,66.7237607571075,84.4509055071774,331.675645032285
"285","medhmm","thoughts are racing","1","varmu",323.705300467156,349.0910352606,134.163004390123,167.582528031247,674.443217517951
"286","medhmm","thoughts are racing","2","varmu",389.391068623393,425.94645323812,194.671885004795,179.90716357218,927.356111557965
"287","medhmm","thoughts are racing","3","varmu",444.588083222868,487.641253863737,206.073427816409,210.860090225785,966.049822690638
"288","medhmm","thoughts are racing","4","varmu",228.88896153388,249.330538827802,97.4226241751793,120.472753214967,492.740315197529
